golden:
case COND_RESULT_UNSET: return COND_RESULT_UNSET; default: break;
inference:

#endif
return COND_RESULT_FALSE;
/* handle connection flags */ if (config_check_cond_flags) if (con->conf.log_condition_handling) <log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key); &if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) <return COND_RESULT_FALSE; if (dc->prev) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET; if (dc->prev) if (config_check_cond_cached(srv, con, dc->parent
if (con->conf.verbose) <log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key);
if (con->conf.get_conditional_type() == COND_RESULT_FALSE) &if (con->conf.get_conditional_type() == COND_RESULT_FALSE) <if (con->conf.get_conditional_type() == COND_RESULT_FALSE) if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) &return COND_RESULT_FALSE; if (dc->prev) if (con->conf.get_conditional_type() == COND_RESULT_FALSE) log_error_write(srv, __FILE__, __LINE__, "sb", "go prev", dc->prev->key); if (!con->conditional_is_valid[dc->comp]) if (con->conf
if (con->conf.log_condition_handling &&!con->conf.log_condition_handling) if (con->conf.log_condition_handling) <TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); <return COND_RESULT_FALSE; /* one of prev set me to FALSE */ if (COND_RESULT_FALSE == con->cond_cache[dc->context_ndx].result) if (COND_RESULT_FALSE == con->cond_cache[dc->context_ndx].result) config_check_cond_cached(srv, con, dc->context_ndx); if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_condition_
if (con->conf.get_conditional_type() == COND_RESULT_FALSE) &if (con->conf.get_conditional_type() == COND_RESULT_FALSE) &if (con->conf.get_conditional_type() == COND_RESULT_FALSE) &if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) return COND_RESULT_FALSE; if (dc->prev) if (con->conf.get_conditional_type() == COND_RESULT_FALSE) log_error_write(srv, __FILE__, __LINE__, "sb", "go prev", dc->prev->key); if (!con->conditional_is_valid[dc->comp]) if (con->conf
if (!con->cond_cache[dc->context_ndx].flags & COND_RESULT_FALSE) <if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); &return COND_RESULT_FALSE;
if (dc->flags & D_ERROR) if (dc->cache_reflags) &if (dc->cache_reflags) <if (!con->conditional_is_valid[dc->comp]) &if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]);
/* * If we have to set a variable, or a variable that is set, use default - to prevent any cases in the next config. */ if (con->conf.comp_state == COND_COND_COND_UNSET) <if (con->conf.log_condition_handling) &TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); &return COND_RESULT_FALSE; if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET;
case COND_RESULT_FALSE: if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE;
<else log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key);
if (con->conf.log_condition_handling &&!con->conf.log_condition_handling) &if (con->conf.log_condition_handling) <TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; </* one of prev set me to FALSE */ if (COND_RESULT_FALSE == con->cond_cache[dc->context_ndx].result) if (COND_RESULT_FALSE == con->cond_cache[dc->context_ndx].result) config_check_cond_cached(srv, con, dc->context_ndx); if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_condition_
<if (dc->parent) log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key); &if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) return COND_RESULT_FALSE;
if (con->conf.stats_check) <if (con->conf.stats_check) </* pass the rules */ switch (dc->comp) &case COND_RESULT_FALSE: &if (dc->dc->flags & COND_RESULT_FALSE) return COND_RESULT_FALSE;
case COND_SUPPORTS_KERB_POLLING: /* check parent first */ if (dc->parent && dc->parent->context_ndx) if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) return COND_RESULT_FALSE; &<if (dc->prev) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[d
if (dc->parent) &if (con->conf.log_condition_handling) &log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key); &<if (dc->prev) if (con->conf.log_condition_handling) log_error_write(srv, __FILE__, __LINE__, "sb", "go prev", dc->prev->key); /* make sure prev is checked first */ if (COND_RESULT_FALSE == con->cond_cache[dc->context_ndx].result) return COND_RESULT_FALSE; if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_condition_handling) TRACE("cond[%d]
/* * If we have to set a variable, or a variable that is set, use default - to prevent any cases in the next config. */ if (con->conf.comp_state == COND_COND_COND_UNSET) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); <return COND_RESULT_FALSE; if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET;
/* check for parent is valid */ if (con->conf.log_condition_handling && con->conf.log_condition_handling && con->conf.log_condition_handling && con->conf.log_condition_handling) log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", con->parent->key); if (config_check_cond_cached(srv, con, con->conf.log_condition_handling) == COND_RESULT_FALSE) &return COND_RESULT_FALSE; <if (dc->prev) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", con->comp, con->conditional_is_valid[dc->prev->key]); return COND_RESULT_FALSE;
/* make sure prev is checked first */ if (COND_RESULT_FALSE == con->cond_cache[dc->comp].result) config_check_cond_cached(srv, con, dc->prev); /* one of prev set me to FALSE */ if (COND_RESULT_FALSE == con->cond_cache[dc->prev->key]) config_check_cond_cached(srv, con, dc->prev); /* one of prev set me to FALSE */ if (COND_RESULT_FALSE == con->cond_cache[dc->prev->key]) <if (COND_RESULT_FALSE == con->cond_cache[dc->prev->key]) <config_check_cond_cached(srv, con, con->prev); /* one
if (srv == -1) if (con->conf.log_condition_handling) &TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE;
/* if (dc->cond_cache[dc->cond_cache[dc->context_ndx].name) &if (con->conf.log_condition_handling) <if (con->conf.log_condition_handling) <TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); &return COND_RESULT_FALSE;
/* * If we have to set a variable, or a variable that is set, use default - to prevent any cases in the next config. */ if (con->conf.comp_state == COND_COND_COND_UNSET) if (con->conf.log_condition_handling) &TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; <if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET;
&if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]);
if (con->conf.verbose) if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) return COND_RESULT_FALSE; &if (dc->prev) if (con->conf.log_condition_handling) log_error_write(srv, __FILE__, __LINE__, "sb", "go prev", dc->prev->key); /* make sure prev is checked first */ if (COND_RESULT_FALSE == con->cond_cache[dc->prev->key]) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); else /* invalid or disabled
else &log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key);
case COMP_OK: &/* check if dc->sockets are valid */ case COMP_OK: /* check if this isn't possible */ if (con->conf.log_condition_handling) &log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key); if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) return COND_RESULT_FALSE; if (dc->prev) if (con->conf.log_condition_handling) log_error_write(srv, __FILE__, __LINE__, "sb", "go prev", dc->prev->key); /* one of prev set me to FALSE */ if (COND_RESUL
/* handle connection flags */ if (config_check_cond_flags) if (con->conf.log_condition_handling) &log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key); if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) &return COND_RESULT_FALSE; if (dc->prev) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET; if (dc->prev) if (config_check_cond_cached(srv, con, dc->parent
case COND_RESULT_NON_COND: if (con->conf.log_cond_cached(srv, con, dc->parent->key) == COND_RESULT_FALSE) <return COND_RESULT_FALSE; &if (dc->prev) &if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE;
/* * get a dummy case. */ if (!dc->si_is_valid(dc->si_comp)) <if (con->conf.log_condition_handling) <TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; </* get dummy case. */ config_check_cond_cached(srv, con, dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->d
if (con->conf.stats_check) if (con->conf.stats_check) &/* pass the rules */ switch (dc->comp) <case COND_RESULT_FALSE: &if (dc->dc->flags & COND_RESULT_FALSE) return COND_RESULT_FALSE;
if (dc->parent) <if (con->conf.log_condition_handling) &log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key); &&if (dc->prev) if (con->conf.log_condition_handling) log_error_write(srv, __FILE__, __LINE__, "sb", "go prev", dc->prev->key); /* make sure prev is checked first */ if (COND_RESULT_FALSE == con->cond_cache[dc->context_ndx].result) return COND_RESULT_FALSE; if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_condition_handling) TRACE("cond[%d]
case COND_SUPPORTS_KERB_POLLING: /* check parent first */ if (dc->parent && dc->parent->context_ndx) &if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) &return COND_RESULT_FALSE; <<if (dc->prev) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[d
case COND_RESULT_DEAD_UNSET: /* pass the rules */ switch (dc->dd_dialog) &case COND_RESULT_DEAD_SLOT: if (config_check_cond_cached(srv, con, dc->dd_flags) == COND_RESULT_FALSE) if (config_check_cond_cached(srv, con, dc->dd_flags) == COND_RESULT_FALSE) &return COND_RESULT_FALSE; &if (dc->dd_flags) config_check_cond_cached(srv, con, dc->dd_flags); if (dc->dd_flags) if (dc->dd_flags) config_check_cond_cached(srv, con, dc->dd_f
<else config_check_cond_nocache(srv, con, dc->parent->context_ndx);
if (con->conf.log_condition_handling &&!con->conf.log_condition_handling) if (con->conf.log_condition_handling) <TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; &/* one of prev set me to FALSE */ if (COND_RESULT_FALSE == con->cond_cache[dc->context_ndx].result) if (COND_RESULT_FALSE == con->cond_cache[dc->context_ndx].result) config_check_cond_cached(srv, con, dc->context_ndx); if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_condition_
/* if (dc->cond_cache[dc->cond_cache[dc->context_ndx].name) &if (con->conf.log_condition_handling) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); &return COND_RESULT_FALSE;
if (dc->context_ndx) log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key); &if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) return COND_RESULT_FALSE; &if (dc->prev) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; if (dc->parent) config_check_cond_cached(srv, con, dc->parent);
if (con->conf.get_conditional_type() == COND_RESULT_FALSE) <if (con->conf.get_conditional_type() == COND_RESULT_FALSE) &if (con->conf.get_conditional_type() == COND_RESULT_FALSE) &if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) <return COND_RESULT_FALSE; if (dc->prev) if (con->conf.get_conditional_type() == COND_RESULT_FALSE) log_error_write(srv, __FILE__, __LINE__, "sb", "go prev", dc->prev->key); if (!con->conditional_is_valid[dc->comp]) if (con->conf
case COMP_UNSET: /* pass the rules */ if (dc->prev) if (dc->prev) &if (con->conf.log_condition_handling) <TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); &return COND_RESULT_FALSE;
/* make sure prev is checked first */ if (COND_RESULT_FALSE == con->cond_cache[dc->comp].result) config_check_cond_cached(srv, con, dc->prev); /* one of prev set me to FALSE */ if (COND_RESULT_FALSE == con->cond_cache[dc->prev->key]) &config_check_cond_cached(srv, con, dc->prev); /* one of prev set me to FALSE */ if (COND_RESULT_FALSE == con->cond_cache[dc->prev->key]) <if (COND_RESULT_FALSE == con->cond_cache[dc->prev->key]) <config_check_cond_cached(srv, con, con->prev); /* one
if (dc->parent) &log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key); if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) <return COND_RESULT_FALSE;
case COND_RESULT_TEST: case COND_RESULT_TEST: if (!con->cond_cache[dc->context_ndx].result) log_error_write(srv, __FILE__, __LINE__, "sb", "go prev", dc->prev->key); &/* one of prev set me to FALSE */ if (COND_RESULT_FALSE == con->cond_cache[dc->context_ndx].result) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET; /* pass the rules */ switch (dc->comp) case COND_RESULT_FALSE: break; case COND_RESULT_FALSE: if (con->conf.log
if (dc->flags & D_ERROR) <if (dc->cache_reflags) if (dc->cache_reflags) if (!con->conditional_is_valid[dc->comp]) &if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]);
if (con->conf.log_condition_handling &&!con->conf.log_condition_handling) <if (con->conf.log_condition_handling) <TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); <return COND_RESULT_FALSE; </* one of prev set me to FALSE */ if (COND_RESULT_FALSE == con->cond_cache[dc->context_ndx].result) if (COND_RESULT_FALSE == con->cond_cache[dc->context_ndx].result) config_check_cond_cached(srv, con, dc->context_ndx); if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_condition_
if (srv == -1) <srv = &&srv->srv_socket; &if (!srv->srv_socket) <if (dc->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", srv->srv_socket, con->srv_socket); return COND_RESULT_FALSE;
<if (dc->parent) <log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key); <if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) &return COND_RESULT_FALSE;
if (dc->context_ndx) <log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key); <if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) return COND_RESULT_FALSE; if (dc->prev) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; if (dc->parent) config_check_cond_cached(srv, con, dc->parent);
if (dc->dc_parent) if (config_check_cond_cached(srv, con, dc->dc_parent->key) == COND_RESULT_FALSE) <return COND_RESULT_FALSE;
if (dc->parent) if (con->conf.log_condition_handling) log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key); if (dc->prev) if (con->conf.log_condition_handling) log_error_write(srv, __FILE__, __LINE__, "sb", "go prev", dc->prev->key); /* make sure prev is checked first */ if (COND_RESULT_FALSE == con->cond_cache[dc->context_ndx].result) return COND_RESULT_FALSE; if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_condition_handling) TRACE("cond[%d]
/* XXX */ if (dc->initialize) &if (con->conf.log_cond_cache_handling) </* not implemented */ config_check_cond_cached(srv, con, dc->parent->key); &if (dc->prev) <if (con->conf.log_condition_handling) /* one of prev set me to FALSE */ config_check_cond_cached(srv, con, dc->prev); /* one of prev set me to FALSE */ if (COND_RESULT_FALSE == con->cond_cache[dc->prev].result) if (COND_RESULT_FALSE == con->cond_cache[dc->comp]) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %
